crop_variety,t_mean_Q1,t_mean_Q2,t_mean_Q3,t_mean_Q4,t_max_Q1,t_max_Q2,t_max_Q3,t_max_Q4,t_min_Q1,t_min_Q2,t_min_Q3,t_min_Q4,w_mean_Q1,w_mean_Q2,w_mean_Q3,w_mean_Q4,w_max_Q1,w_max_Q2,w_max_Q3,w_max_Q4,h_mean_Q1,h_mean_Q2,h_mean_Q3,h_mean_Q4,r_sum_Q1,r_sum_Q2,r_sum_Q3,r_sum_Q4
Beans_Rosecoco,18.89533227,18.13977324,18.53270245,18.84333103,23.77305554,22.65368162,23.49233529,24.15167486,14.5530166,14.31214732,14.02756396,13.49755035,6.695901198,6.467766334,7.314864429,7.408526774,12.13749973,11.23890853,13.33771762,13.5336364,74.57859168,74.81038738,71.84782337,67.91026552,0.442615367,0.31084271,0.323609763,0.215769684
Beans_Rosecoco,18.87497278,18.11044311,18.39284229,18.57891422,24.10739049,22.62150842,23.67978718,23.98283463,14.58682902,14.23952657,13.92391084,13.75729065,6.638669769,6.836475641,7.495408364,7.2486935,11.85189382,11.00822808,13.48594481,13.58266389,74.80132478,75.09001882,71.80357875,67.98073668,0.315549014,0.311576069,0.238825087,0.3465472
Beans_Rosecoco,19.00520285,18.24097578,18.73575583,18.73719733,24.02556456,22.76877047,23.67935524,24.10872516,14.66909415,14.3068986,13.95480971,13.5557407,6.578920394,6.771306741,7.564568523,7.462399727,12.04321917,11.058537,13.13190811,13.45881588,75.01503405,74.86592138,72.00670316,68.05969028,0.235954044,0.237930342,0.319658767,0.069003712
Beans_Rosecoco,18.97176499,18.21929909,18.37458698,18.64070761,24.13763053,22.48144869,23.66029938,23.95532192,14.51861132,14.17109427,13.94229885,13.47079418,6.695152219,6.814714991,7.675723859,7.429172552,11.94101604,11.16300779,13.24330368,13.51882498,74.81827308,74.89794923,71.88671431,67.916505,0.335504237,0.26253785,0.287401411,0.294149089
Beans_Rosecoco,19.01488351,18.27040171,18.44550901,18.72879871,23.81411196,22.48370068,23.7644086,23.91365585,14.6235054,14.24702792,14.00970819,13.72343135,6.833681012,6.820661338,7.462438037,7.540340961,11.75179801,11.2278662,13.28106726,13.64722177,74.56868387,75.06289784,71.89812149,68.0358595,0.198240956,0.54516027,0.344894138,0.35356759
Cabbage_Gloria F1,18.5781374,17.75164349,18.4400588,18.6126753,23.14578476,22.49789842,23.5575735,23.91197878,14.65037846,13.46746933,14.03808136,13.46696733,6.546744014,7.293203987,7.45267011,7.489786132,11.43500363,11.7011432,13.11144787,13.42562818,77.54597056,70.39868112,72.62020768,67.36511471,0.338202023,0.30373366,0.289725445,0.2730373
Cabbage_Gloria F1,18.5781374,17.75164349,18.4400588,18.6126753,23.14578476,22.49789842,23.5575735,23.91197878,14.65037846,13.46746933,14.03808136,13.46696733,6.546744014,7.293203987,7.45267011,7.489786132,11.43500363,11.7011432,13.11144787,13.42562818,77.54597056,70.39868112,72.62020768,67.36511471,0.338202023,0.30373366,0.289725445,0.2730373
Cabbage_Gloria F1,19.50414636,18.01957456,18.35167376,18.59453607,24.88523743,22.84424692,23.19541908,23.82708032,15.03165481,13.87604772,14.29164481,13.64310212,7.357752729,7.42198597,7.046007805,7.034856018,13.22262399,11.77675953,12.06492387,12.70221728,71.13730784,71.42939034,75.14955144,70.69456325,0.283016344,0.287371458,0.308970442,0.283290719
Cabbage_Gloria F1,20.14554124,19.17342341,19.01740647,18.74466854,25.29763414,24.56939798,24.11154581,23.41099035,15.65561261,14.50300294,14.6957947,14.60000785,7.31736655,8.168499563,7.288027061,6.838095388,13.23240137,13.77699709,11.93607046,12.13109579,70.8281139,66.90142325,69.65915768,75.40554057,0.290375604,0.285851972,0.288875943,0.300272101
Cabbage_Gloria F1,18.40533216,17.8292436,18.59279979,18.66287337,23.11355766,22.51279513,23.57327815,23.8125374,14.45365412,13.56559304,14.05605237,13.35333025,6.563990035,7.470607688,7.494492573,7.433807252,11.49026093,11.66565303,13.17816237,13.18436615,77.41610497,70.32579028,72.61012661,67.37855266,0.457890564,0.234722156,0.316046156,0.384279398
Cabbage_Gloria F1,18.40437033,17.72488359,18.42881492,18.41334226,23.37802706,22.52709292,23.63533028,23.96443165,14.61367877,13.46058576,14.003872,13.49497776,6.993689705,7.337741176,7.524575695,7.544935498,11.31653121,11.58416413,13.12506063,13.49030091,77.54036387,70.30475437,72.80982322,67.37848475,0.287848081,0.312716901,0.341878908,0.193816017
Cabbage_Gloria F1,18.67677527,17.49646126,18.523413,18.69721477,23.07937838,22.57683854,23.58586941,23.93404042,14.74599159,13.32458932,13.80744438,13.51157305,6.650731623,7.220245458,7.435525832,7.26252284,11.34131531,11.67052238,13.0385185,13.40398403,77.55680367,70.27378996,72.54931069,67.39656906,0.274484602,0.267026674,0.400664712,0.083041563
Cabbage_Gloria F1,18.38907,17.73055472,18.41442342,18.72709023,22.95554574,22.42211432,23.78755995,23.79789954,14.6150012,13.4399078,13.99749433,13.42952997,6.582199243,7.47399113,7.517213371,7.346983237,11.59079159,11.72392603,13.10354012,13.33039386,77.53326521,70.34068453,72.67272832,67.39727114,0.319822681,0.384897828,0.135002605,0.237971218
Cabbage_Gloria F1,18.53911936,17.58259284,18.35909022,18.59512043,23.22188009,22.56717421,23.68038155,23.81187594,14.74233011,13.70218342,14.05312475,13.44386397,6.349423417,7.493410118,7.484970933,7.590311529,11.52073003,11.74936141,13.02670588,13.35997114,77.5505189,70.38000237,72.72101255,67.35893796,0.427595056,0.417326074,0.438577631,0.081024014
Cabbage_Gloria F1,18.64885318,17.69506337,18.38848917,18.65711066,23.06281027,22.49015224,23.4428462,23.88959885,14.60682966,13.38686088,14.08413314,13.39778987,6.469320774,7.157959208,7.685683375,7.153276525,11.12815036,11.67459169,12.91042031,13.55554805,77.58588866,70.24238497,72.75175164,67.36749416,0.250297687,0.366105044,0.074425188,0.27096581
Cabbage_Gloria F1,18.64901763,17.82202544,18.46211004,18.62276886,23.21136773,22.39970952,23.7043643,23.91802506,14.61469024,13.4177021,14.16069913,13.4116539,6.708722361,7.17462304,7.517543513,7.539307641,11.35943061,11.60943396,12.92505674,13.42981862,77.51710598,70.31284829,72.5360864,67.43562433,0.365944021,0.423225811,0.354122308,0.481955772
Cabbage_Gloria F1,18.6057936,17.94633106,18.43659853,18.66004722,22.95683373,22.50560758,23.69313049,24.01509804,14.55200055,13.31717055,14.02366387,13.43987122,6.483331288,7.322149363,7.446185321,7.479953754,11.41007704,11.71208849,13.03721308,13.18705792,77.61989684,70.53337548,72.609913,67.31857821,0.349567599,0.260026589,0.325452688,0.159764017
Cabbage_Gloria F1,18.56010546,17.77089382,18.43585388,18.58084344,23.06035621,22.45241203,23.64681684,23.88446957,14.82491478,13.55870201,14.0767794,13.40089331,6.612758634,7.240256074,7.314973529,7.422400987,11.48835783,11.90337033,13.18447142,13.56980163,77.55038003,70.40535688,72.62370669,67.5257599,0.241858717,0.505723129,0.279987979,0.351179462
Cabbage_Gloria F1,18.53352139,17.74015306,18.45087634,18.71738896,23.26503777,22.43281864,23.4178468,23.80956541,14.55683347,13.29588013,14.00988067,13.37019861,6.626035421,7.373932609,7.531359183,7.552511629,11.58519003,11.69170158,12.9500157,13.64422714,77.58319207,70.37100567,72.74236309,67.4020735,0.220155211,0.313455704,0.217003476,0.32045114
Cabbage_Gloria F1,18.73041888,17.79936533,18.36775412,18.63105722,23.09346043,22.36509862,23.5775552,23.96503335,14.50497762,13.46006531,14.16994127,13.60574845,6.422881114,7.221568754,7.468831008,7.61601104,11.38616918,11.53878597,13.09586497,13.49598887,77.45539994,70.39923466,72.66374264,67.3553732,0.399827503,0.316505298,0.367216625,0.363981477
Groundnuts_JL24,18.88845032,18.23025204,17.93471488,17.88637518,23.62592554,22.64632974,22.54049844,22.92236709,14.78325259,14.46480934,13.83160025,13.35288813,6.533568184,6.65524685,7.062548128,7.593795818,11.6041241,11.15764802,11.44540454,12.05225769,76.37293902,77.08226997,71.89365639,67.817724,0.323403153,0.340062416,0.319982861,0.285600984
Groundnuts_JL24,18.88845032,18.23025204,17.93471488,17.88637518,23.62592554,22.64632974,22.54049844,22.92236709,14.78325259,14.46480934,13.83160025,13.35288813,6.533568184,6.65524685,7.062548128,7.593795818,11.6041241,11.15764802,11.44540454,12.05225769,76.37293902,77.08226997,71.89365639,67.817724,0.323403153,0.340062416,0.319982861,0.285600984
Groundnuts_JL24,19.7007125,19.01964085,18.25755734,17.88076487,25.24765674,24.0299468,23.01164091,22.76952851,14.97309607,14.9123143,14.23243639,13.59070138,7.286098451,7.327702826,7.339107896,7.491836938,13.25610287,12.69167045,11.89776457,11.86786836,69.75648675,73.22872051,72.48928153,70.10167021,0.277180653,0.290209516,0.291432495,0.281485425
Groundnuts_JL24,20.15212041,19.73642218,19.09395895,18.58717621,25.44631761,24.96225033,24.16085869,23.93548036,15.45470262,15.29403255,14.78676362,14.02825116,7.457134261,7.750563125,7.799942116,7.947224999,13.40428918,13.47419382,12.87894842,12.92839622,69.79487325,70.33379664,69.10005379,66.50716725,0.285115501,0.292310164,0.288975677,0.277092339
Groundnuts_JL24,18.93837395,18.2311529,17.88313932,18.07371563,23.68564299,22.85438916,22.61798987,22.88073871,14.64931684,14.37191785,13.66565398,13.28415981,6.491268606,6.516683619,7.103213129,7.560579692,11.70614024,11.21863976,11.40457228,11.97827081,76.38500794,77.22718505,71.94543591,67.81828601,0.486775161,0.335708223,0.279483971,0.289055259
Groundnuts_JL24,18.99258534,18.1527566,17.66311939,17.92738806,23.67257457,22.82136116,22.65042943,22.79837608,14.80829621,14.43556804,13.83262175,13.5231032,6.43762879,6.707582847,7.080840603,7.656318929,11.62032458,11.18096037,11.54231984,12.10671715,76.43338068,76.86478335,71.8019254,67.85577266,0.489805424,0.332380133,0.245691288,0.395501207
Groundnuts_JL24,18.89920008,18.33029489,17.79682055,17.83767265,23.52844431,22.65032048,22.58929016,22.70869654,14.70309146,14.35656525,13.84863533,13.56699755,6.599432119,6.654385328,6.921675988,7.621371667,11.54271609,11.32632774,11.40230623,11.97981132,76.30055193,77.18908471,71.94536864,67.72313181,0.270101662,0.309589645,0.282247926,0.311041823
Groundnuts_JL24,18.96011451,18.08385175,17.80773451,17.9359551,23.49704985,22.64211135,22.44097913,22.77611847,14.83514162,14.53020695,13.6202668,13.20495121,6.67637268,6.552759967,7.201723735,7.436422192,11.66101174,11.11712269,11.51077102,12.00630222,76.24331626,77.14940788,71.9332098,67.69801444,0.275470137,0.481709131,0.337447943,0.284228858
Groundnuts_JL24,18.83502386,18.25527106,17.97381046,17.83924529,23.56004987,22.69393689,22.55486941,22.8746417,14.66764627,14.54482926,13.76524531,13.29492883,6.507925799,6.868633456,7.076158959,7.490485468,11.7226328,11.08279369,11.47492979,11.90964289,76.22785102,77.06054822,71.94823833,67.77362393,0.476691119,0.343430718,0.408204534,0.394813756
Groundnuts_JL24,18.92411893,18.21404992,18.06782739,17.76535057,23.6269167,22.64525627,22.50724309,22.75887731,14.72224802,14.52242818,13.77419578,13.32814446,6.414894733,6.692990866,7.090975643,7.848065909,11.58421635,11.03948043,11.43538495,11.99461031,76.27577464,77.2519686,71.78668048,67.73780923,0.438206422,0.321446341,0.319142123,0.223687463
Groundnuts_JL24,18.76154405,18.17111892,17.79555928,17.86173243,23.63581057,22.80219128,22.50066959,23.22395509,14.82658254,14.64269087,13.94333981,13.29836578,6.296756002,6.736049755,7.019503322,7.51774761,11.52091236,11.33653874,11.41333426,11.98637419,76.49967296,77.07063879,71.90528709,67.9111162,0.370242682,0.445821679,0.335433797,0.260760208
Groundnuts_JL24,18.93495379,18.21265859,17.9046068,17.79257109,23.67524216,22.79810564,22.62006959,23.07915126,14.86414611,14.46557041,13.85259384,13.34387552,6.782570928,6.733977403,7.044232466,7.506888665,11.512035,11.20475151,11.56110517,12.17274741,76.31039569,77.10645808,71.93412191,67.65945988,0.325496816,0.213365442,0.276755087,0.273442308
Groundnuts_JL24,18.78317808,18.11835427,17.94006446,17.69679979,23.67094716,22.75214031,22.5756633,22.92978602,14.83446927,14.63186007,13.80573708,13.34325106,6.527940294,6.575493942,7.131265487,7.546374144,11.62794142,11.04676261,11.48081885,12.03171559,76.43976038,77.08909995,71.91149448,67.80755119,0.389637277,0.543095849,0.349808659,0.371822699
Groundnuts_JL24,18.83673363,18.13245756,17.8409365,17.85475808,23.79680001,22.52335472,22.41344426,22.8310565,14.85875261,14.2677811,13.70247146,13.37739738,6.561835343,6.490701618,7.097214701,7.694657937,11.61518102,11.05519339,11.27170664,12.05370057,76.5593353,77.1127552,72.0587552,67.81857703,0.26249078,0.277817124,0.340629917,0.275803207
Groundnuts_JL24,18.97336767,18.32880906,17.79310956,17.82676256,23.4535699,22.6989057,22.70029045,22.96204749,14.70887224,14.5030611,13.77158398,13.19629713,6.470269848,6.813161134,7.096817069,7.642087462,11.64426045,11.26865008,11.4848839,12.30157997,76.36092624,76.81300026,71.76634494,67.91665491,0.34618007,0.360709737,0.24941489,0.238306535
Beans_Katumani,22.08401738,20.51460966,21.60786716,23.02942571,27.71599603,26.69547619,28.12689653,29.70751377,17.93896097,15.53577866,16.54244474,17.77876811,10.242166,11.54713117,13.40215453,11.15568783,15.89013861,17.52350335,19.27823784,16.94535524,72.28479586,63.5719287,65.55387369,64.40996878,0.234483282,0.174885731,0.163800879,0.202971678
Beans_Katumani,22.08401738,20.51460966,21.60786716,23.02942571,27.71599603,26.69547619,28.12689653,29.70751377,17.93896097,15.53577866,16.54244474,17.77876811,10.242166,11.54713117,13.40215453,11.15568783,15.89013861,17.52350335,19.27823784,16.94535524,72.28479586,63.5719287,65.55387369,64.40996878,0.234483282,0.174885731,0.163800879,0.202971678
Beans_Katumani,21.45522953,19.89426337,21.34416722,21.41736619,26.31588587,25.52210141,27.162057,25.98868513,17.91350883,15.50163767,16.68257568,17.63307929,9.556950921,11.94746459,11.85639425,7.547022371,14.35408293,17.79933241,17.29118798,11.11501297,77.01977113,70.22111439,69.15353334,78.78674493,0.24333971,0.187607297,0.179117587,0.274721716
Beans_Katumani,23.19949034,21.38263732,21.1696291,23.273124,29.4444567,26.92016445,27.75994406,29.41289294,18.80749806,17.18358074,15.83501365,18.44994282,11.08886179,11.73361825,13.24303998,11.2672233,17.08550215,17.54553604,19.60212891,17.20803742,70.68723042,70.46184163,62.60606688,67.61944811,0.22824337,0.195677747,0.146933815,0.188615877
Beans_Katumani,22.12442213,20.41642802,21.60855438,23.2427492,27.44967114,26.79034777,28.36119835,29.74619793,18.01019518,15.46279236,16.63305969,17.69516127,10.34236459,11.53803272,13.30259526,11.17940747,16.14465813,17.50473789,19.42128509,16.98808141,72.21104944,63.51561109,65.45756104,64.24297331,0.075374776,0.213625502,0.249770847,0.168004062
Beans_Katumani,22.06453727,20.380581,21.65745669,23.07377124,27.83199809,26.71284344,27.88131115,29.61635787,17.83113667,15.61388932,16.65582937,17.90897728,10.35684023,11.44076805,13.38967606,11.19131077,15.85081047,17.56739806,19.2612316,16.88358633,72.34475175,63.58253413,65.62759516,64.42315432,0.209805692,0.043642711,0.270443513,0.107781949
Beans_Katumani,22.10105074,20.63645077,21.42908844,23.06053524,27.62840628,26.64126633,28.16163551,29.66600181,17.97412542,15.59787903,16.80168575,17.6799244,10.42709171,11.54965362,13.34868198,11.16901214,15.77471256,17.57011267,19.35751779,16.9964664,72.38254693,63.58893964,65.41031077,64.37482112,0.179879384,0.113706476,0.083032827,0.114018621
Beans_Katumani,22.02064291,20.57330655,21.68168507,23.02252563,27.70701875,26.74958868,28.28481263,29.73394306,17.95890186,15.64553424,16.4686212,17.75505054,10.16042321,11.50500744,13.30724524,11.29172397,15.84235914,17.60164114,19.24579347,17.00266203,72.25029843,63.54637446,65.74768149,64.46856918,0.311544397,0.09063224,0.041773955,0.261278492
Beans_Katumani,21.92905722,20.51380796,21.66259103,22.95297961,27.67745975,26.7604391,28.16477315,29.83788994,17.95570399,15.53634283,16.58586813,17.78898146,10.30440332,11.57262421,13.29222059,11.18712619,15.96655058,17.75543452,19.34909204,16.74913196,72.12452254,63.65689436,65.55519516,64.44564159,0.292135786,-0.053336608,0.162708661,0.337699898
Beans_Katumani,22.0230057,20.45027353,21.63412692,23.15051962,27.75848039,26.73490766,28.23931229,29.79585189,17.8628636,15.52618863,16.50807259,17.7181557,10.19336308,11.58801813,13.31635859,11.25522748,15.87024303,17.32962085,19.13618001,16.77478605,72.33523605,63.63137492,65.77230945,64.38914794,0.151374493,0.153247279,0.315727956,0.204846138
Beans_Katumani,22.04193327,20.44469031,21.53844889,23.12612107,27.62377512,26.76046795,28.00362304,29.73817366,17.92092037,15.41401334,16.56174735,17.90166494,10.1907041,11.62024041,13.33723853,11.18906622,16.01973794,17.47261333,19.33260909,17.0864892,72.43320397,63.60374129,65.65610757,64.41155462,0.128969926,0.105671244,-0.057719871,0.341007005
Beans_Katumani,22.05265494,20.30842054,21.47984762,23.17055686,27.82919517,26.81836268,28.06413753,29.82296621,18.10865125,15.46361436,16.43187724,17.90343598,10.06186165,11.64530596,13.38399896,11.13538928,15.86425075,17.52249153,19.30797248,17.04640755,72.11932638,63.31501251,65.46960158,64.41281686,0.213286545,-0.015078409,0.046135769,0.095518464
Beans_Katumani,22.05172286,20.47291044,21.48202867,22.88734287,27.6679603,26.53583427,28.16928995,29.87445512,17.75376846,15.73224235,16.54823119,17.82025357,10.2432455,11.35725432,13.45748856,11.22926318,15.87080246,17.61784487,19.13911055,17.02716933,72.33630895,63.74919104,65.47360771,64.67778573,0.241889946,0.17266669,0.084126465,0.177696973
Beans_Katumani,22.11789044,20.52467671,21.60175142,23.09549721,27.60527446,26.72721093,28.15021371,29.68893876,17.96969142,15.36299468,16.57778689,17.77534229,10.38884263,11.58317993,13.29676154,11.04714743,15.83474497,17.62600962,19.25710344,16.94437261,72.38751891,63.69276312,65.66503873,64.21647437,0.29766425,0.23996705,0.218658548,0.24275005
Beans_Katumani,22.24562642,20.53493228,21.66484966,23.18732391,27.62952185,26.87208383,28.12320812,29.63962013,17.76346649,15.50892872,16.42323274,17.90721792,10.28308278,11.67986113,13.46533908,11.20755056,15.90307683,17.49335879,19.2360014,16.9469196,72.44633505,63.72263681,65.57450995,64.39437821,0.221857512,0.130561218,0.127289715,0.100186254
Butternut Squash_Honeynut,22.10967183,21.3757972,20.31320446,22.37465424,27.73802192,27.5519594,26.70020905,28.9030847,17.97925983,16.50376016,15.10570461,17.39118759,9.955854876,11.28337056,12.9206282,12.5755726,15.52040239,17.39534065,18.66457888,18.50426769,72.99632265,64.17223082,63.86430544,65.92691357,0.240385015,0.190438366,0.151706443,0.185205863
Butternut Squash_Honeynut,22.10967183,21.3757972,20.31320446,22.37465424,27.73802192,27.5519594,26.70020905,28.9030847,17.97925983,16.50376016,15.10570461,17.39118759,9.955854876,11.28337056,12.9206282,12.5755726,15.52040239,17.39534065,18.66457888,18.50426769,72.99632265,64.17223082,63.86430544,65.92691357,0.240385015,0.190438366,0.151706443,0.185205863
Butternut Squash_Honeynut,21.64561406,20.31348906,20.38603278,21.39403149,26.51520576,25.62269197,26.57669185,26.26308448,18.09554457,16.3388222,15.38077018,17.3909164,9.104444087,11.59089839,12.78231042,9.051027793,13.78247907,17.22092894,18.63695375,13.35357619,77.18749536,73.32258926,65.65772007,75.85458623,0.248629884,0.203341507,0.155833812,0.23613446
Butternut Squash_Honeynut,23.07810947,21.24044275,21.29527325,23.25938997,29.18085552,26.59115927,27.80533953,29.47036276,18.76249294,17.23482635,16.05985216,18.39619344,11.03103516,11.78085605,13.21153767,11.58075406,16.88492144,17.54622072,19.46521125,17.53926334,71.15053749,71.91195856,63.23345262,67.21519528,0.2280009,0.193935186,0.147353676,0.18583617
Butternut Squash_Honeynut,22.0981401,21.25101378,20.27478511,22.29205264,27.66003172,27.59296528,26.53262293,28.84043868,17.75479588,16.57750293,15.03103595,17.50745544,9.834744185,11.26356092,12.81027801,12.39780532,15.40339946,17.36656945,18.55748071,18.55638072,72.92433867,64.10337324,63.80440283,65.85375372,0.310430726,0.140040724,0.143890877,0.037179876
Butternut Squash_Honeynut,21.9369514,21.36676922,20.37412631,22.42247247,27.5601635,27.3980457,26.77813495,29.09089433,17.81438199,16.41221979,15.01522471,17.26724105,9.910983342,11.26959225,12.94734315,12.57619116,15.36510755,17.37300188,18.68017493,18.57979391,73.0562946,64.08551066,63.74628809,65.98887033,0.225721206,0.118752305,0.196369595,0.229452112
Butternut Squash_Honeynut,21.94690615,21.38626971,20.31602479,22.40621953,27.6447948,27.71279035,26.5241233,28.71962689,18.19422074,16.60498889,15.28105309,17.33293561,10.00678245,11.33185735,12.9239463,12.44742029,15.44423748,17.33777212,18.58690204,18.69220099,72.91448955,64.37746582,64.08527473,65.88222738,0.439147412,0.244143283,0.269109069,0.270413781
Butternut Squash_Honeynut,22.11642175,21.34136105,20.21843873,22.44212165,27.72815102,27.58211258,26.72519146,29.01959095,18.06734799,16.56493567,14.93806086,17.25950508,10.09069321,11.34938697,12.94430465,12.59548707,15.42491027,17.27608138,18.4786584,18.4832382,73.04185718,64.20228699,63.93264295,66.05255708,0.179049143,0.156375716,0.207497905,0.041570364
Butternut Squash_Honeynut,22.1339799,21.21377323,20.15817979,22.50187674,27.89947594,27.49470911,26.62665309,28.9457321,17.9675905,16.499855,15.10208423,17.23784411,9.925530551,11.21440106,12.78615426,12.62363815,15.46642638,17.36235474,18.73357151,18.45140585,73.05441224,64.0945164,63.93094722,65.95608338,0.417137805,0.299459596,0.03468841,0.103711212
Butternut Squash_Honeynut,22.11975448,21.38141069,20.42498544,22.25193742,27.68272937,27.65550384,26.64855659,28.91439452,18.06436391,16.45563827,15.1323623,17.464503,9.893215429,11.26997638,12.95810154,12.55235761,15.45050768,17.59338169,18.73995233,18.57990197,72.88980677,64.04964926,63.93647963,65.99163551,0.100753713,0.156342861,-0.102547109,0.014260565
Butternut Squash_Honeynut,22.01110881,21.33079815,20.32467402,22.51964818,27.76850927,27.47604018,26.66479213,29.00858176,17.94689684,16.47410941,14.97967488,17.39708033,10.16217961,11.36878614,12.92900918,12.49263565,15.67512609,17.31857363,18.58207557,18.63869317,73.09363897,64.14453426,64.03874694,65.95004065,0.289687444,0.203199031,0.067217394,-0.013805158
Butternut Squash_Honeynut,21.97838042,21.42131076,20.35625412,22.45919105,27.84176209,27.56255724,26.66958901,28.89923205,17.90512497,16.43040269,15.01504168,17.40179119,9.867169154,11.25459734,12.89096106,12.54667676,15.44483057,17.55551541,18.43219309,18.46757671,72.85277778,64.24425936,63.73516011,65.9015232,0.204728891,0.203794167,0.107795736,0.232364937
Butternut Squash_Honeynut,22.11955054,21.28364359,20.464843,22.39334678,27.6879959,27.51853243,26.60635203,28.876114,18.01943383,16.53949072,14.92382783,17.39120311,9.896852653,11.38604245,12.95539348,12.66183785,15.54600872,17.38154258,18.82557828,18.57258604,73.208038,64.1289217,63.92610572,65.88107567,0.314935576,0.329459583,0.0602837,0.384621131
Butternut Squash_Honeynut,22.06703727,21.46841721,20.33190611,22.29678252,27.73093429,27.47510641,26.84351904,28.81084801,17.9492774,16.54119575,14.98471967,17.42326651,9.961120881,11.39760475,12.80988402,12.73983496,15.58826119,17.50141976,18.69939914,18.53108836,72.94669504,64.1330786,63.9291467,66.04009322,0.272323142,0.084991961,0.268242537,0.291070978
Butternut Squash_Honeynut,22.2338513,21.25319585,20.37979664,22.31804824,27.65521431,27.53461522,26.52678634,28.76918179,18.07708215,16.61302832,15.11970025,17.57700401,9.935331669,11.3322015,12.93124052,12.58119641,15.58355335,17.37662948,18.89172121,18.43042035,72.9333687,64.30850903,63.90302737,65.95036671,0.071582988,0.17615001,0.187358146,0.101927643
